Order Date,Order ID,Product ID,Product Name,Customer ID,Order Value,Quantity,Shipping Method,Order Status
2024-11-20,ORD34511,P1007,4K TV,CUST4056,1261.1,1,Overnight,Pending
2024-07-21,ORD70510,P1007,4K TV,CUST3607,1214.94,4,Standard,Delivered
04/07/2020,ORD95426,P1007,4K TV,CUST9751,1373.77,3,Standard,Shipped
01/23/2025,ORD22460,P1004,Smartwatch,CUST7940,1394.68,3,Expedited,Pending
2025-04-13,ORD26837,P1001,Smartphone,CUST5424,1675.71,3,Standard,Pending
12-26-2024,ORD76296,P1010,Mechanical Keyboard,CUST6772,1013.47,2,Expedited,Cancelled
04-29-2021,ORD47452,P1009,External Hard Drive,CUST7659,1115.18,4,Expedited,Cancelled
02/27/2025,ORD63629,P1002,Laptop,CUST8741,1845.41,1,Standard,Shipped
05-16-2021,ORD17192,P1010,Mechanical Keyboard,CUST1880,1359.56,2,Expedited,Delivered
12/23/2022,ORD55033,P1003,Tablet,CUST3693,1184.26,1,Overnight,Delivered
09/18/2022,ORD93304,P1010,Mechanical Keyboard,CUST2454,1862.12,4,Overnight,Cancelled
04-20-2023,ORD62168,P1001,Smartphone,CUST9078,986.91,5,Standard,Cancelled
06-08-2021,ORD11224,P1004,Smartwatch,CUST2794,772.37,1,Overnight,Delivered
2024-09-27,ORD50551,P1006,Gaming Console,CUST7348,539.96,4,Overnight,Pending
05-14-2020,ORD84161,P1002,Laptop,CUST6930,678.56,5,Overnight,Delivered
2024-03-04,ORD45515,P1005,Wireless Earbuds,CUST6385,1962.44,3,Standard,Delivered
2025-01-22,ORD16047,P1003,Tablet,CUST9240,153.87,5,Standard,Shipped
2021-11-14,ORD42973,P1007,4K TV,CUST8134,618.85,5,Standard,Cancelled
2023-11-25,ORD69888,P1006,Gaming Console,CUST6278,235.05,2,Standard,Delivered
01/24/2022,ORD24926,P1006,Gaming Console,CUST1602,1122.68,5,Overnight,Pending
02-28-2024,ORD70947,P1005,Wireless Earbuds,CUST2512,1652.2,2,Standard,Cancelled
2025-12-26,ORD33370,P1003,Tablet,CUST4760,1065.29,4,Overnight,Cancelled
02/24/2024,ORD37605,P1005,Wireless Earbuds,CUST4630,1699.5,1,Overnight,Delivered
02-14-2024,ORD80524,P1005,Wireless Earbuds,CUST3804,265.28,1,Standard,Shipped
06/08/2024,ORD37031,P1004,Smartwatch,CUST4750,754.18,2,Overnight,Delivered
01/11/2025,ORD95789,P1006,Gaming Console,CUST6026,1149.59,1,Standard,Delivered
01/27/2021,ORD38283,P1010,Mechanical Keyboard,CUST9685,1469.35,4,Overnight,Cancelled
2024-02-19,ORD39113,P1004,Smartwatch,CUST2690,1188.64,2,Standard,Cancelled
2021-08-14,ORD65194,P1002,Laptop,CUST2347,1390.66,1,Standard,Delivered
06/18/2023,ORD97436,P1005,Wireless Earbuds,CUST6891,1997.39,1,Expedited,Shipped
10-30-2025,ORD99724,P1006,Gaming Console,CUST2794,1027.51,3,Expedited,Shipped
2024-11-11,ORD75241,P1006,Gaming Console,CUST9887,1470.43,5,Overnight,Shipped
12-12-2022,ORD98293,P1008,Bluetooth Speaker,CUST1169,144.68,4,Overnight,Pending
2023-02-22,ORD72941,P1009,External Hard Drive,CUST2097,371.81,2,Standard,Shipped
2022-09-15,ORD13711,P1010,Mechanical Keyboard,CUST9047,309.84,1,Expedited,Shipped
05-17-2025,ORD91571,P1005,Wireless Earbuds,CUST3644,311.52,1,Overnight,Pending
08-17-2025,ORD54319,P1008,Bluetooth Speaker,CUST4900,1864.97,2,Overnight,Delivered
2021-09-25,ORD77968,P1007,4K TV,CUST6465,1298.49,1,Standard,Pending
2025-09-01,ORD39004,P1002,Laptop,CUST9134,1032.56,3,Expedited,Pending
08/02/2020,ORD52176,P1006,Gaming Console,CUST5659,220.07,2,Standard,Pending
06-07-2021,ORD28044,P1009,External Hard Drive,CUST3378,123.4,5,Standard,Pending
2022-12-10,ORD25498,P1009,External Hard Drive,CUST8233,858.99,5,Expedited,Delivered
10/22/2021,ORD64512,P1004,Smartwatch,CUST1391,1541.25,3,Overnight,Pending
2020-01-17,ORD45002,P1007,4K TV,CUST5659,1633.14,4,Expedited,Cancelled
2025-02-09,ORD79794,P1009,External Hard Drive,CUST3517,1712.16,3,Expedited,Delivered
11-09-2023,ORD51972,P1010,Mechanical Keyboard,CUST5554,1593.64,1,Expedited,Pending
01-11-2022,ORD83655,P1010,Mechanical Keyboard,CUST4845,367.66,4,Standard,Pending
2020-01-04,ORD50015,P1004,Smartwatch,CUST6621,541.97,2,Standard,Delivered
05-30-2021,ORD52573,P1009,External Hard Drive,CUST1818,1660.81,2,Overnight,Shipped
02/01/2024,ORD97238,P1006,Gaming Console,CUST3378,31.44,4,Standard,Pending
2022-07-13,ORD44658,P1007,4K TV,CUST7862,1718.29,4,Overnight,Delivered
08-08-2022,ORD18698,P1003,Tablet,CUST1706,512.23,5,Expedited,Shipped
03-01-2025,ORD27505,P1002,Laptop,CUST5398,1143.69,4,Standard,Cancelled
06-29-2024,ORD47867,P1007,4K TV,CUST9389,1655.57,4,Expedited,Pending
2020-04-22,ORD89216,P1001,Smartphone,CUST9185,905.01,5,Overnight,Delivered
2022-10-19,ORD30998,P1005,Wireless Earbuds,CUST5800,1836.13,2,Standard,Pending
08-22-2025,ORD43033,P1002,Laptop,CUST5424,922.48,5,Overnight,Cancelled
10-28-2020,ORD84972,P1008,Bluetooth Speaker,CUST1931,1358.75,5,Expedited,Delivered
09/13/2020,ORD68246,P1008,Bluetooth Speaker,CUST4017,1676.82,4,Overnight,Cancelled
2024-03-16,ORD40126,P1003,Tablet,CUST1341,293.95,4,Standard,Cancelled
06/03/2021,ORD92673,P1010,Mechanical Keyboard,CUST7714,928.53,3,Expedited,Pending
2024-11-15,ORD60037,P1009,External Hard Drive,CUST5167,1389.94,2,Expedited,Shipped
02-08-2023,ORD27809,P1003,Tablet,CUST2097,1575.03,5,Overnight,Shipped
09-08-2020,ORD66749,P1008,Bluetooth Speaker,CUST5756,1814.57,4,Standard,Pending
03/09/2020,ORD93303,P1001,Smartphone,CUST3553,514.37,1,Standard,Delivered
03-22-2023,ORD42982,P1006,Gaming Console,CUST4057,371.01,4,Expedited,Pending
2021-02-28,ORD45350,P1005,Wireless Earbuds,CUST6911,1191.4,1,Standard,Cancelled
09-20-2025,ORD76385,P1009,External Hard Drive,CUST3896,1661.28,5,Standard,Pending
01-18-2021,ORD30540,P1003,Tablet,CUST2515,179.73,1,Overnight,Pending
05-13-2021,ORD68344,P1001,Smartphone,CUST7442,804.36,1,Expedited,Pending
08/03/2023,ORD47497,P1001,Smartphone,CUST1447,637.37,3,Overnight,Pending
2023-05-29,ORD60492,P1008,Bluetooth Speaker,CUST5963,793.69,5,Expedited,Shipped
2021-02-21,ORD23007,P1007,4K TV,CUST2547,123.32,5,Overnight,Pending
2020-09-03,ORD40243,P1003,Tablet,CUST9507,1669.41,5,Expedited,Shipped
07/12/2023,ORD59614,P1003,Tablet,CUST7078,910.4,3,Standard,Cancelled
06/26/2023,ORD33454,P1005,Wireless Earbuds,CUST2381,465.7,3,Overnight,Delivered
10-08-2024,ORD71252,P1002,Laptop,CUST4255,1625.16,3,Expedited,Pending
2023-08-03,ORD23797,P1006,Gaming Console,CUST7281,390.17,3,Overnight,Pending
04/29/2022,ORD21828,P1006,Gaming Console,CUST1602,1953.93,3,Expedited,Cancelled
02/07/2020,ORD91309,P1002,Laptop,CUST8418,627.33,2,Expedited,Shipped
11/27/2022,ORD10952,P1008,Bluetooth Speaker,CUST3780,266.47,5,Standard,Delivered
2024-02-09,ORD25094,P1010,Mechanical Keyboard,CUST4578,1964.31,2,Expedited,Pending
03-30-2021,ORD30386,P1009,External Hard Drive,CUST2547,1037.57,1,Overnight,Cancelled
10-03-2025,ORD28831,P1009,External Hard Drive,CUST7348,98.75,2,Overnight,Cancelled
07-22-2022,ORD11397,P1010,Mechanical Keyboard,CUST7659,1959.98,2,Overnight,Cancelled
09-11-2023,ORD94673,P1008,Bluetooth Speaker,CUST9456,77.12,2,Expedited,Pending
03/25/2024,ORD94259,P1001,Smartphone,CUST4802,1272.03,5,Overnight,Cancelled
11-11-2024,ORD65816,P1006,Gaming Console,CUST5833,1783.87,3,Expedited,Cancelled
07/03/2020,ORD10405,P1004,Smartwatch,CUST8916,658.92,3,Overnight,Delivered
02-03-2025,ORD42998,P1010,Mechanical Keyboard,CUST6207,648.54,4,Overnight,Cancelled
10/02/2024,ORD55829,P1007,4K TV,CUST8985,903.64,4,Expedited,Delivered
01-01-2023,ORD36908,P1004,Smartwatch,CUST6822,1865.85,5,Standard,Shipped
2023-06-25,ORD16401,P1010,Mechanical Keyboard,CUST7813,521.78,4,Standard,Shipped
08-06-2024,ORD96015,P1006,Gaming Console,CUST5802,230.29,5,Expedited,Delivered
2025-01-09,ORD70124,P1002,Laptop,CUST6528,1476.17,1,Expedited,Delivered
2020-06-21,ORD60613,P1004,Smartwatch,CUST6465,1580.09,2,Expedited,Cancelled
2024-02-02,ORD91597,P1001,Smartphone,CUST1152,1389.35,1,Overnight,Shipped
2022-05-20,ORD19126,P1002,Laptop,CUST5616,726.78,4,Overnight,Delivered
12/19/2022,ORD85627,P1002,Laptop,CUST8894,1662.34,2,Overnight,Delivered
07/05/2024,ORD12582,P1003,Tablet,CUST7472,1253.82,5,Standard,Delivered
06-09-2023,ORD48466,P1007,4K TV,CUST3971,1721.48,4,Overnight,Cancelled
2022-07-14,ORD41344,P1006,Gaming Console,CUST7656,1928.16,4,Overnight,Cancelled
07-25-2021,ORD96630,P1001,Smartphone,CUST4015,1784.4,2,Overnight,Cancelled
2021-12-05,ORD54522,P1006,Gaming Console,CUST4056,520.63,3,Expedited,Delivered
